GB	Caste
GB46661	NA
GB46662	NA
GB46663	NA
GB46666	NA
GB46667	NA
GB46668	NA
GB46669	NA
GB46671	NA
GB46672	NA
GB46673	NA
GB46674	NA
GB46675	NA
GB46676	NA
GB46677	NA
GB46678	NA
GB46679	NA
GB46681	NA
GB46682	NA
GB46684	NDEG
GB46685	NA
GB46686	NA
GB46687	NA
GB46688	NA
GB46689	NA
GB46691	NA
GB46692	NA
GB46693	NA
GB46694	NA
GB46695	NA
GB46696	NA
GB46697	W
GB46698	NA
GB46699	NA
GB46700	NA
GB46701	NA
GB46702	NA
GB46703	NA
GB46705	W
GB46706	NA
GB46707	NA
GB46708	NA
GB46710	NA
GB46713	NDEG
GB46714	NA
GB46716	NA
GB46717	NA
GB46720	NA
GB46722	NA
GB46723	NA
GB46724	NA
GB46725	NA
GB46726	NA
GB46727	NA
GB46728	NA
GB46729	NA
GB46731	NA
GB46732	NDEG
GB46734	NA
GB46735	NA
GB46736	NA
GB46737	NDEG
GB46738	NA
GB46739	NDEG
GB46740	NA
GB46741	NA
GB46742	NA
GB46743	NDEG
GB46744	NA
GB46745	NA
GB46746	NA
GB46747	NA
GB46748	NA
GB46749	NDEG
GB46750	NA
GB46751	NA
GB46752	NA
GB46754	NA
GB46755	NA
GB46756	NA
GB46757	NA
GB46758	NA
GB46759	NA
GB46760	NA
GB46761	NDEG
GB46762	NA
GB46763	NDEG
GB46764	NA
GB46765	NA
GB46766	NDEG
GB46767	NA
GB46768	NA
GB46769	NA
GB46771	NA
GB46772	NDEG
GB46773	NA
GB46774	NDEG
GB46775	NA
GB46776	NA
GB46777	NA
GB46778	NA
GB46779	NA
GB46780	NA
GB46782	NA
GB46783	NA
GB46784	NA
GB46785	NA
GB46786	NA
GB46787	NDEG
GB46788	NA
GB46789	NA
GB46790	NA
GB46791	NA
GB46792	NDEG
GB46793	NA
GB46795	NA
GB46796	NA
GB46797	NA
GB46798	NA
GB46800	NA
GB46801	NDEG
GB46812	NA
GB46813	NA
GB46814	W
GB46815	NDEG
GB46816	NA
GB46817	NA
GB46818	NA
GB46819	NA
GB46832	NDEG
GB46833	NA
GB46842	NA
GB46844	NA
GB46845	NA
GB46847	NA
GB46849	NA
GB46850	NA
GB46851	NA
GB46852	NA
GB46853	NA
GB46854	NA
GB46855	NA
GB46859	NA
GB46860	NA
GB46861	NA
GB46863	NA
GB46865	NA
GB46869	NA
GB46870	NA
GB46871	NA
GB46872	NA
GB46873	NA
GB46874	NA
GB46875	NA
GB46876	NA
GB46877	NA
GB46878	NA
GB46879	NA
GB46880	NA
GB46881	NA
GB46882	NDEG
GB46883	NA
GB46886	NA
GB46887	NA
GB46888	NDEG
GB46889	NA
GB46890	NA
GB46891	NA
GB46892	NA
GB46894	NA
GB46895	NA
GB46896	NA
GB46897	NA
GB46898	NA
GB46899	NA
GB46900	NA
GB46903	NA
GB46904	NA
GB46906	NA
GB46907	NA
GB46908	NA
GB46909	NA
GB46910	NA
GB46911	NA
GB46912	NA
GB46914	W
GB46915	NA
GB46916	NA
GB46917	NA
GB46918	NA
GB46920	NA
GB46921	NA
GB46922	NA
GB46925	NA
GB46926	NA
GB46927	NA
GB46928	NA
GB46929	NA
GB46930	NA
GB46931	NA
GB46932	NA
GB46935	NA
GB46936	NA
GB46937	NA
GB46938	NA
GB46939	NA
GB46940	NA
GB46941	NA
GB46942	NA
GB46944	NA
GB46945	NA
GB46946	NA
GB46947	NA
GB46948	NA
GB46952	NA
GB46953	NA
GB46954	NA
GB46956	NA
GB46958	NA
GB46959	NA
GB46961	NA
GB46962	NDEG
GB46963	NA
GB46964	NA
GB46970	NA
GB46971	NA
GB46972	NA
GB46973	NA
GB46974	NA
GB46975	NA
GB46976	NA
GB46977	NA
GB46978	NDEG
GB46980	NDEG
GB46981	NA
GB46982	NA
GB46983	NA
GB46984	NA
GB46985	NA
GB46986	NA
GB46987	NA
GB46995	NA
GB47002	NA
GB47007	NA
GB47008	NA
GB47009	NA
GB47010	NA
GB47011	NA
GB47012	NA
GB47014	NA
GB47016	NA
GB47017	NA
GB47018	NA
GB47019	NA
GB47020	NA
GB47021	NA
GB47022	NA
GB47023	NA
GB47026	NA
GB47028	NDEG
GB47029	NA
GB47030	NA
GB47031	NA
GB47032	NA
GB47033	NA
GB47034	NA
GB47035	NA
GB47036	NA
GB47037	NA
GB47039	NDEG
GB47040	NA
GB47041	NA
GB47042	NA
GB47043	NDEG
GB47044	NA
GB47045	NA
GB47046	NA
GB47047	NA
GB47048	NA
GB47049	NA
GB47051	NA
GB47052	NDEG
GB47053	NA
GB47054	NA
GB47055	NA
GB47057	NA
GB47059	NA
GB47060	NA
GB47061	NA
GB47064	NA
GB47065	NA
GB47073	NA
GB47075	NA
GB47076	NA
GB47077	NA
GB47078	NA
GB47079	NDEG
GB47081	NA
GB47082	NA
GB47084	NA
GB47086	NA
GB47088	NA
GB47089	NA
GB47090	NA
GB47091	NA
GB47092	NA
GB47093	NA
GB47094	NA
GB47095	NA
GB47096	NA
GB47097	NDEG
GB47098	NA
GB47099	NA
GB47100	NDEG
GB47101	NA
GB47102	NDEG
GB47103	NDEG
GB47104	NA
GB47105	NA
GB47106	NDEG
GB47107	NA
GB47108	NA
GB47109	NA
GB47110	NDEG
GB47111	NA
GB47112	NA
GB47113	NA
GB47114	NDEG
GB47115	NA
GB47116	NA
GB47118	NA
GB47119	NA
GB47120	NA
GB47121	NA
GB47122	NA
GB47123	NA
GB47134	NDEG
GB47136	NA
GB47137	NA
GB47138	NA
GB47139	NA
GB47140	NDEG
GB47141	NA
GB47142	NA
GB47143	NA
GB47146	NA
GB47147	NA
GB47148	NA
GB47151	NA
GB47153	NA
GB47159	NA
GB47160	NA
GB47161	NA
GB47162	NA
GB47176	NA
GB47177	NA
GB47178	NA
GB47179	NA
GB47180	NA
GB47181	NDEG
GB47182	NA
GB47184	NA
GB47186	NA
GB47187	NA
GB47188	NA
GB47189	NA
GB47190	NA
GB47191	NA
GB47192	NA
GB47193	NA
GB47194	NA
GB47195	NA
GB47196	NA
GB47199	NA
GB47200	NDEG
GB47201	NDEG
GB47202	NA
GB47203	NA
GB47204	NA
GB47205	NA
GB47206	NA
GB47207	NA
GB47208	NA
GB47209	NA
GB47210	NA
GB47212	NA
GB47214	NA
GB47215	NA
GB47217	NA
GB47219	NA
GB47220	NA
GB47221	NA
GB47222	NA
GB47224	NA
GB47225	NA
GB47226	NA
GB47227	NA
GB47229	NA
GB47230	NA
GB47231	NA
GB47232	NA
GB47233	NA
GB47234	NA
GB47235	NA
GB47236	NDEG
GB47237	NA
GB47238	NA
GB47239	NA
GB47241	NA
GB47242	NA
GB47243	NA
GB47244	NA
GB47245	NA
GB47247	NA
GB47248	NA
GB47249	NA
GB47250	NA
GB47251	NA
GB47253	NA
GB47254	NDEG
GB47255	NA
GB47256	NA
GB47257	NA
GB47258	NA
GB47259	NA
GB47260	NA
GB47262	NA
GB47263	NA
GB47266	NA
GB47268	Q
GB47269	NA
GB47270	NA
GB47271	NA
GB47272	NA
GB47273	NDEG
GB47274	NA
GB47275	NA
GB47277	NA
GB47278	NA
GB47279	NDEG
GB47280	NA
GB47281	W
GB47283	NA
GB47284	NDEG
GB47285	NA
GB47286	NA
GB47289	NA
GB47290	NA
GB47292	NA
GB47295	NA
GB47296	NA
GB47297	NA
GB47299	W
GB47300	NDEG
GB47301	W
GB47302	NDEG
GB47303	W
GB47304	NDEG
GB47305	NA
GB47306	NA
GB47307	NA
GB47308	NA
GB47309	NA
GB47310	NDEG
GB47311	NA
GB47313	NDEG
GB47314	NA
GB47315	NA
GB47318	NA
GB47319	NA
GB47320	NA
GB47321	NA
GB47322	NDEG
GB47324	NA
GB47326	NA
GB47327	NA
GB47328	NA
GB47329	NA
GB47330	NA
GB47331	NA
GB47332	NA
GB47333	NA
GB47334	NA
GB47335	NA
GB47336	NDEG
GB47337	NA
GB47338	NA
GB47339	NA
GB47340	NA
GB47341	NA
GB47342	NA
GB47343	NA
GB47344	NA
GB47345	NA
GB47346	NA
GB47347	NA
GB47348	NA
GB47349	NA
GB47350	NA
GB47351	NA
GB47352	NA
GB47354	NA
GB47359	NA
GB47369	NA
GB47370	NA
GB47371	NA
GB47372	NA
GB47373	NA
GB47374	NA
GB47375	NA
GB47377	NA
GB47378	NA
GB47379	NA
GB47380	NA
GB47381	NA
GB47383	NA
GB47384	NA
GB47385	NA
GB47386	NA
GB47387	NA
GB47389	NDEG
GB47390	NA
GB47391	NA
GB47392	NA
GB47393	NA
GB47394	NA
GB47395	NDEG
GB47398	NA
GB47399	NA
GB47400	NA
GB47401	NA
GB47402	NA
GB47403	NA
GB47404	NA
GB47405	NDEG
GB47406	NA
GB47407	NA
GB47408	NA
GB47409	NA
GB47411	NDEG
GB47412	NA
GB47413	NA
GB47414	NA
GB47415	NDEG
GB47417	NA
GB47418	NA
GB47419	NA
GB47420	NA
GB47422	NA
GB47423	NA
GB47424	W
GB47425	NA
GB47427	NA
GB47428	NA
GB47429	NA
GB47430	NDEG
GB47431	W
GB47432	NA
GB47433	NDEG
GB47434	NA
GB47435	NA
GB47436	NDEG
GB47437	NA
GB47438	NA
GB47439	NA
GB47440	NDEG
GB47441	NA
GB47443	NA
GB47445	NA
GB47446	NA
GB47448	NA
GB47449	NA
GB47450	NDEG
GB47451	NDEG
GB47452	NDEG
GB47453	NA
GB47454	NA
GB47455	NA
GB47456	NA
GB47457	NA
GB47458	NA
GB47459	NA
GB47460	NA
GB47461	NA
GB47462	NDEG
GB47463	NDEG
GB47464	NA
GB47465	NA
GB47466	NA
GB47467	NA
GB47468	NA
GB47469	NA
GB47470	NA
GB47471	NA
GB47472	NA
GB47473	NA
GB47474	NA
GB47475	NDEG
GB47476	NA
GB47477	NA
GB47478	NA
GB47480	NA
GB47481	NA
GB47482	NDEG
GB47483	NA
GB47484	NA
GB47485	NA
GB47486	NA
GB47487	NA
GB47488	NA
GB47489	NA
GB47491	NA
GB47492	NA
GB47493	NA
GB47494	NA
GB47495	NDEG
GB47496	NDEG
GB47497	NA
GB47498	NA
GB47499	NDEG
GB47500	NDEG
GB47502	NA
GB47503	NDEG
GB47504	NA
GB47505	NA
GB47506	NDEG
GB47507	NA
GB47508	NA
GB47510	NA
GB47512	NA
GB47513	NA
GB47514	NA
GB47515	NA
GB47516	NA
GB47517	NA
GB47518	NA
GB47519	NA
GB47522	NA
GB47523	NA
GB47538	NA
GB47539	NA
GB47540	NDEG
GB47542	NDEG
GB47543	NA
GB47547	NA
GB47548	NA
GB47549	NA
GB47550	NA
GB47551	NDEG
GB47552	NA
GB47553	Q
GB47554	NA
GB47556	NA
GB47557	NA
GB47558	NA
GB47559	NA
GB47563	NA
GB47565	NDEG
GB47566	NA
GB47567	NDEG
GB47568	NA
GB47569	NA
GB47570	NA
GB47571	NDEG
GB47572	NDEG
GB47573	NDEG
GB47574	NA
GB47575	NA
GB47576	NA
GB47577	NA
GB47579	NA
GB47580	NA
GB47581	NA
GB47582	NA
GB47583	NA
GB47584	NDEG
GB47585	NA
GB47587	NA
GB47588	NA
GB47589	NA
GB47590	NDEG
GB47591	NA
GB47592	NA
GB47593	NA
GB47594	NA
GB47595	NA
GB47596	NA
GB47598	NA
GB47599	NA
GB47601	NA
GB47602	NA
GB47604	NDEG
GB47605	NA
GB47606	NA
GB47607	NA
GB47608	NDEG
GB47609	NA
GB47611	NA
GB47612	NA
GB47614	NA
GB47615	NA
GB47616	NA
GB47617	NDEG
GB47618	NA
GB47620	NA
GB47623	NA
GB47624	NA
GB47625	NA
GB47626	NDEG
GB47627	NA
GB47628	NA
GB47629	NA
GB47630	NA
GB47631	NA
GB47632	NA
GB47633	NA
GB47634	NA
GB47635	NDEG
GB47636	NA
GB47638	NA
GB47642	NA
GB47643	NA
GB47645	NA
GB47646	NA
GB47647	NA
GB47649	NA
GB47650	NA
GB47651	NA
GB47652	NA
GB47654	NA
GB47655	NA
GB47656	NA
GB47657	NA
GB47658	NA
GB47659	NA
GB47660	NA
GB47661	NDEG
GB47662	NA
GB47663	NA
GB47664	NA
GB47665	NA
GB47666	NA
GB47667	NA
GB47668	NA
GB47669	NDEG
GB47670	NA
GB47671	NA
GB47672	NA
GB47673	NA
GB47675	NA
GB47676	NA
GB47677	NA
GB47678	NA
GB47679	NA
GB47680	NA
GB47682	NA
GB47683	NA
GB47684	NA
GB47685	NA
GB47686	NA
GB47687	NA
GB47688	NDEG
GB47689	NA
GB47691	NA
GB47692	NA
GB47693	NA
GB47694	NA
GB47695	NA
GB47696	NA
GB47698	NA
GB47699	NA
GB47703	NA
GB47705	NA
GB47707	NA
GB47709	NA
GB47710	NA
GB47711	NA
GB47715	NA
GB47718	NA
GB47719	NA
GB47720	NA
GB47721	NA
GB47722	NA
GB47723	NDEG
GB47724	NA
GB47725	NA
GB47726	NA
GB47727	NA
GB47728	NA
GB47729	NA
GB47732	NA
GB47733	NA
GB47734	NA
GB47735	NA
GB47736	NDEG
GB47737	NA
GB47738	NA
GB47740	NA
GB47741	NDEG
GB47742	NA
GB47743	NA
GB47744	NA
GB47745	NA
GB47746	NA
GB47747	NDEG
GB47748	NA
GB47749	NA
GB47751	NA
GB47752	NA
GB47753	NA
GB47766	NA
GB47767	NA
GB47768	NA
GB47769	NA
GB47770	NA
GB47771	NA
GB47772	NA
GB47774	NA
GB47775	NA
GB47776	NA
GB47777	NA
GB47779	NA
GB47780	NA
GB47781	NA
GB47782	NA
GB47784	NA
GB47786	NA
GB47787	NA
GB47788	NA
GB47790	NA
GB47791	NA
GB47792	NA
GB47793	NA
GB47795	NA
GB47796	NA
GB47797	NA
GB47798	NA
GB47799	NA
GB47800	NA
GB47801	NA
GB47802	NDEG
GB47803	W
GB47804	NA
GB47805	NDEG
GB47806	NA
GB47807	NA
GB47808	NA
GB47810	NA
GB47811	NA
GB47812	NA
GB47813	NA
GB47814	NDEG
GB47815	NDEG
GB47816	NA
GB47817	NA
GB47818	NA
GB47819	NA
GB47820	NA
GB47821	NA
GB47822	NA
GB47823	NA
GB47824	NA
GB47825	NA
GB47826	NA
GB47827	NA
GB47828	NA
GB47829	NA
GB47830	NA
GB47831	NA
GB47832	NDEG
GB47833	NDEG
GB47837	NA
GB47838	NA
GB47839	NDEG
GB47840	NA
GB47841	NA
GB47843	NA
GB47844	NA
GB47845	NA
GB47846	NA
GB47847	NA
GB47849	NDEG
GB47851	NA
GB47852	NA
GB47853	NA
GB47869	NA
GB47870	NA
GB47871	NA
GB47872	NA
GB47873	NA
GB47874	NA
GB47875	NA
GB47876	NA
GB47877	NA
GB47878	NA
GB47879	NA
GB47880	NA
GB47881	NDEG
GB47882	NA
GB47883	NA
GB47884	NA
GB47885	NDEG
GB47886	NA
GB47887	NA
GB47888	NA
GB47889	NA
GB47890	NA
GB47892	NA
GB47893	NA
GB47894	NA
GB47896	NA
GB47901	NA
GB47902	NA
GB47903	NA
GB47904	NDEG
GB47905	NDEG
GB47906	NDEG
GB47908	NA
GB47914	NA
GB47915	NA
GB47916	NA
GB47917	NA
GB47918	NA
GB47925	NDEG
GB47926	NA
GB47927	NA
GB47928	NA
GB47929	NDEG
GB47930	NA
GB47931	NA
GB47932	NA
GB47933	NDEG
GB47934	NA
GB47935	NA
GB47938	NDEG
GB47940	NA
GB47941	NA
GB47942	NA
GB47943	NA
GB47944	NA
GB47945	NA
GB47946	NA
GB47947	NA
GB47948	NA
GB47949	NA
GB47950	NA
GB47951	NDEG
GB47952	NA
GB47953	NA
GB47954	NA
GB47955	NA
GB47957	NDEG
GB47960	NDEG
GB47961	NA
GB47962	NDEG
GB47963	NA
GB47964	NA
GB47965	NA
GB47966	NA
GB47967	NA
GB47968	NA
GB47969	NA
GB47970	NDEG
GB47971	NA
GB47972	NA
GB47973	NDEG
GB47974	Q
GB47975	NA
GB47976	NDEG
GB47977	NDEG
GB47983	NA
GB47984	NA
GB47985	NA
GB47986	NA
GB47987	NA
GB47988	NA
GB47990	NDEG
GB47991	NA
GB47992	NA
GB47993	NA
GB47994	NA
GB47995	NA
GB47996	NA
GB47998	NDEG
GB48001	NA
GB48002	NA
GB48003	NA
GB48004	NA
GB48005	NA
GB48006	NA
GB48007	NDEG
GB48008	NDEG
GB48009	NA
GB48010	NA
GB48011	NA
GB48017	NA
GB48018	NA
GB48020	NDEG
GB48022	NDEG
GB48024	NA
GB48026	NA
GB48028	NA
GB48029	NA
GB48030	NA
GB48031	NA
GB48032	NA
GB48034	NA
GB48035	NA
GB48036	NA
GB48037	NA
GB48038	NDEG
GB48039	NA
GB48046	NDEG
GB48047	NA
GB48048	NA
GB48051	NA
GB48053	NA
GB48055	NA
GB48058	NA
GB48059	NA
GB48060	NA
GB48061	NA
GB48062	NA
GB48063	NA
GB48064	NDEG
GB48065	NA
GB48066	NA
GB48067	NA
GB48068	NA
GB48072	NDEG
GB48073	NA
GB48074	NA
GB48075	NA
GB48076	NA
GB48077	NA
GB48078	NA
GB48079	W
GB48080	NA
GB48081	NA
GB48082	NA
GB48084	NA
GB48085	NA
GB48086	NA
GB48095	NA
GB48096	NA
GB48097	NA
GB48098	NA
GB48099	NA
GB48100	NA
GB48101	NDEG
GB48102	NA
GB48103	NDEG
GB48104	NA
GB48105	NA
GB48107	NA
GB48108	NA
GB48109	NDEG
GB48110	NA
GB48111	NDEG
GB48112	NDEG
GB48113	NA
GB48114	NA
GB48115	NA
GB48117	NA
GB48118	NA
GB48121	NA
GB48122	NA
GB48124	NDEG
GB48125	NA
GB48126	NA
GB48127	NA
GB48128	NA
GB48129	NA
GB48131	NA
GB48132	NA
GB48133	NA
GB48134	NDEG
GB48135	NA
GB48136	NA
GB48137	NA
GB48138	NA
GB48139	NA
GB48140	NA
GB48143	NA
GB48144	NA
GB48145	NA
GB48146	NA
GB48147	NDEG
GB48148	NA
GB48149	NA
GB48150	NDEG
GB48151	NA
GB48152	NA
GB48153	NA
GB48154	NA
GB48155	NA
GB48156	NDEG
GB48157	NA
GB48158	NA
GB48159	NA
GB48160	NA
GB48161	NA
GB48162	NA
GB48163	NDEG
GB48165	NA
GB48167	Q
GB48169	NA
GB48170	NA
GB48172	NDEG
GB48173	NA
GB48174	NA
GB48175	NA
GB48176	NA
GB48177	NDEG
GB48178	NA
GB48179	NA
GB48180	NA
GB48181	NA
GB48183	NA
GB48187	NA
GB48188	NA
GB48189	NA
GB48190	NA
GB48191	NA
GB48199	NA
GB48200	NA
GB48201	NA
GB48203	NDEG
GB48204	NDEG
GB48205	NA
GB48207	NDEG
GB48208	NA
GB48209	NA
GB48210	NA
GB48211	NA
GB48215	NDEG
GB48216	NA
GB48217	NA
GB48219	NA
GB48220	NA
GB48222	NA
GB48223	NA
GB48224	NA
GB48225	NA
GB48227	NA
GB48228	NA
GB48229	NA
GB48230	NA
GB48231	NA
GB48232	NA
GB48233	NA
GB48234	NA
GB48235	NA
GB48237	NA
GB48238	NA
GB48239	NA
GB48240	NA
GB48241	NDEG
GB48243	NDEG
GB48244	NA
GB48245	NA
GB48246	NA
GB48247	NA
GB48248	NA
GB48249	NA
GB48250	NA
GB48251	NA
GB48252	NA
GB48253	NA
GB48254	NA
GB48255	Q
GB48256	NA
GB48258	NA
GB48259	NA
GB48260	NA
GB48261	NA
GB48262	NA
GB48263	NA
GB48264	NA
GB48265	NA
GB48266	NA
GB48268	NA
GB48269	NA
GB48270	NA
GB48271	NA
GB48272	NA
GB48273	NA
GB48274	NA
GB48275	NA
GB48277	NA
GB48278	NA
GB48291	NA
GB48292	NA
GB48293	NA
GB48295	NA
GB48296	NA
GB48297	NA
GB48298	NA
GB48299	NA
GB48300	NDEG
GB48301	NA
GB48303	NA
GB48304	NA
GB48305	NA
GB48306	NA
GB48307	NA
GB48308	NDEG
GB48309	NA
GB48310	NA
GB48311	NA
GB48312	NDEG
GB48313	NDEG
GB48314	NA
GB48315	NA
GB48316	NA
GB48317	W
GB48321	NDEG
GB48322	NA
GB48323	NA
GB48324	NA
GB48325	NA
GB48326	NA
GB48330	NA
GB48331	NA
GB48332	NA
GB48333	NA
GB48334	NA
GB48336	NA
GB48337	NA
GB48338	NA
GB48339	NA
GB48340	NA
GB48341	NA
GB48342	NA
GB48343	W
GB48344	NA
GB48345	NA
GB48346	NA
GB48347	NA
GB48348	NA
GB48349	NA
GB48350	NDEG
GB48351	Q
GB48352	NA
GB48353	NA
GB48355	NDEG
GB48356	NA
GB48358	NA
GB48359	NA
GB48360	NA
GB48361	NA
GB48362	NA
GB48363	NA
GB48364	NDEG
GB48366	NA
GB48367	NA
GB48369	NA
GB48370	NDEG
GB48371	NA
GB48372	NA
GB48373	NA
GB48375	NA
GB48376	NA
GB48377	NA
GB48378	NA
GB48379	NA
GB48380	NA
GB48382	NA
GB48383	NA
GB48384	NA
GB48385	NA
GB48386	NA
GB48388	NA
GB48389	NA
GB48390	NA
GB48391	NA
GB48392	NA
GB48393	NA
GB48395	NA
GB48396	NA
GB48397	NA
GB48398	NA
GB48399	NA
GB48400	NA
GB48401	NA
GB48402	NA
GB48403	NA
GB48404	NA
GB48405	NA
GB48406	NA
GB48407	NA
GB48408	NA
GB48409	NDEG
GB48411	NA
GB48412	NA
GB48413	NA
GB48414	NDEG
GB48415	NA
GB48416	NA
GB48417	NA
GB48419	NA
GB48421	NA
GB48422	NA
GB48424	NA
GB48425	NA
GB48426	NA
GB48427	NA
GB48428	NA
GB48429	NA
GB48430	NA
GB48431	NA
GB48432	NA
GB48433	NA
GB48434	NA
GB48435	NDEG
GB48436	NA
GB48437	NA
GB48438	NA
GB48439	NA
GB48440	NA
GB48441	NA
GB48443	NA
GB48444	NA
GB48446	NA
GB48447	NA
GB48448	NA
GB48450	NA
GB48452	NA
GB48453	NDEG
GB48454	NDEG
GB48456	NA
GB48457	NA
GB48458	NA
GB48459	NA
GB48460	NA
GB48462	NA
GB48463	NA
GB48464	NA
GB48465	NA
GB48466	NA
GB48467	NA
GB48468	NA
GB48469	NA
GB48470	NDEG
GB48471	NA
GB48474	NA
GB48475	NA
GB48476	NA
GB48477	NA
GB48478	NDEG
GB48479	NA
GB48480	NA
GB48481	NA
GB48482	NA
GB48483	NA
GB48484	NA
GB48485	NA
GB48486	NA
GB48487	NA
GB48488	NDEG
GB48489	NA
GB48496	NA
GB48497	NA
GB48509	NA
GB48510	NDEG
GB48511	NDEG
GB48512	NA
GB48514	NA
GB48515	NA
GB48517	NA
GB48518	NA
GB48519	NA
GB48521	NA
GB48523	NA
GB48524	NA
GB48526	NA
GB48527	NDEG
GB48530	NA
GB48531	NA
GB48532	NA
GB48533	NA
GB48534	NA
GB48535	NA
GB48536	NDEG
GB48537	NA
GB48538	NDEG
GB48539	NA
GB48541	NA
GB48542	NA
GB48543	NA
GB48544	NA
GB48545	NA
GB48546	NA
GB48548	NA
GB48549	NA
GB48550	NA
GB48551	NA
GB48552	NA
GB48554	NA
GB48555	NA
GB48556	NA
GB48557	NA
GB48560	NA
GB48561	NA
GB48563	NA
GB48564	NA
GB48565	NA
GB48566	NA
GB48567	NA
GB48569	NA
GB48570	NA
GB48571	NA
GB48573	NDEG
GB48574	NA
GB48575	NA
GB48576	NA
GB48577	NA
GB48578	NA
GB48579	NA
GB48580	NA
GB48581	NA
GB48588	NA
GB48589	NA
GB48590	NA
GB48591	NA
GB48593	NA
GB48594	NA
GB48596	NA
GB48597	NDEG
GB48598	NA
GB48599	NA
GB48600	NDEG
GB48601	NA
GB48602	NA
GB48603	NA
GB48604	NDEG
GB48608	NA
GB48610	NA
GB48611	NA
GB48612	NA
GB48614	NA
GB48617	NA
GB48618	NA
GB48619	NA
GB48620	NA
GB48621	NA
GB48622	NA
GB48623	NA
GB48624	NA
GB48625	NA
GB48626	NA
GB48627	NA
GB48628	NDEG
GB48630	NA
GB48631	NA
GB48632	NA
GB48634	NDEG
GB48635	NA
GB48636	NA
GB48637	NA
GB48638	NA
GB48639	NA
GB48640	NA
GB48641	NDEG
GB48642	NA
GB48643	NA
GB48644	NA
GB48645	NA
GB48646	NA
GB48648	NA
GB48649	NA
GB48651	NA
GB48652	NA
GB48653	NA
GB48654	NA
GB48655	NA
GB48656	NA
GB48658	NA
GB48659	NA
GB48660	NA
GB48661	NDEG
GB48662	NDEG
GB48663	Q
GB48664	NA
GB48665	NA
GB48666	NA
GB48667	NA
GB48668	NA
GB48669	NDEG
GB48670	NDEG
GB48671	NA
GB48672	NDEG
GB48674	NA
GB48675	NA
GB48676	NA
GB48677	NA
GB48678	NA
GB48679	NA
GB48680	NA
GB48681	NA
GB48682	NA
GB48683	NA
GB48684	NA
GB48685	NA
GB48689	NA
GB48690	NA
GB48691	NA
GB48692	NDEG
GB48693	NDEG
GB48694	NA
GB48695	NA
GB48696	NA
GB48697	NA
GB48698	NDEG
GB48699	NDEG
GB48700	NA
GB48701	NA
GB48702	NA
GB48703	NA
GB48704	NA
GB48705	NA
GB48706	NA
GB48707	NA
GB48708	NA
GB48709	NA
GB48710	NA
GB48711	NA
GB48712	NA
GB48720	NA
GB48721	NA
GB48722	NA
GB48723	NA
GB48725	NA
GB48727	NA
GB48741	NA
GB48742	NA
GB48743	NA
GB48745	NDEG
GB48746	NA
GB48748	NA
GB48749	NDEG
GB48750	NA
GB48752	NA
GB48753	NA
GB48754	NA
GB48755	NA
GB48758	NA
GB48760	NA
GB48761	NA
GB48763	NA
GB48764	NA
GB48765	NA
GB48768	NA
GB48769	NA
GB48770	NA
GB48771	NA
GB48772	NA
GB48775	NA
GB48776	NA
GB48777	NA
GB48778	NA
GB48780	NA
GB48781	NA
GB48782	NA
GB48783	NA
GB48784	NA
GB48785	NA
GB48786	NA
GB48787	NA
GB48788	NA
GB48789	NA
GB48790	NDEG
GB48791	NA
GB48792	NA
GB48793	NA
GB48794	NA
GB48795	NA
GB48796	NA
GB48797	NDEG
GB48798	NA
GB48799	NA
GB48802	NA
GB48803	NA
GB48804	NA
GB48805	NA
GB48806	NA
GB48807	NA
GB48809	NA
GB48810	NDEG
GB48811	NDEG
GB48812	NDEG
GB48813	NA
GB48815	NA
GB48816	NA
GB48817	NA
GB48818	NA
GB48819	NA
GB48820	Q
GB48821	NA
GB48823	NDEG
GB48824	NA
GB48825	NA
GB48826	NA
GB48827	NA
GB48828	NA
GB48829	NA
GB48830	NA
GB48831	NA
GB48832	NDEG
GB48833	NA
GB48834	NA
GB48835	NA
GB48836	NA
GB48837	NDEG
GB48838	NA
GB48839	NA
GB48840	NA
GB48841	NA
GB48842	NDEG
GB48843	NA
GB48844	NA
GB48845	NA
GB48846	NA
GB48847	NA
GB48848	NA
GB48849	NA
GB48850	NDEG
GB48851	NA
GB48852	NA
GB48853	NA
GB48854	NA
GB48855	NA
GB48857	NA
GB48858	NA
GB48859	NDEG
GB48860	NA
GB48861	NA
GB48862	NA
GB48863	NA
GB48864	NA
GB48866	NA
GB48867	NA
GB48868	NA
GB48870	NA
GB48871	NA
GB48872	NA
GB48873	NA
GB48874	NA
GB48876	NA
GB48877	NA
GB48878	NA
GB48879	NA
GB48880	NA
GB48881	NDEG
GB48882	NA
GB48883	NA
GB48884	NA
GB48885	NA
GB48886	NA
GB48887	NA
GB48888	NA
GB48889	NA
GB48892	NA
GB48893	NA
GB48894	NA
GB48899	NA
GB48900	NA
GB48908	NA
GB48909	NA
GB48910	NA
GB48911	NA
GB48912	NDEG
GB48914	NA
GB48916	NA
GB48917	NA
GB48919	NA
GB48922	NA
GB48923	NA
GB48924	NDEG
GB48925	NA
GB48926	NDEG
GB48927	NA
GB48928	NDEG
GB48929	NA
GB48930	NA
GB48932	NA
GB48933	NA
GB48934	NA
GB48935	NA
GB48936	NA
GB48937	NDEG
GB48938	NA
GB48940	NDEG
GB48942	NA
GB48943	NDEG
GB48944	NA
GB48945	NA
GB48946	NA
GB48947	NA
