GB	Caste
GB53289	NA
GB53294	NA
GB53295	NA
GB53296	NA
GB53297	NA
GB53298	NA
GB53299	NA
GB53300	NA
GB53301	NA
GB53302	NA
GB53303	NA
GB53305	NA
GB53306	NA
GB53307	NA
GB53308	NA
GB53309	NA
GB53310	NDEG
GB53311	NA
GB53312	NDEG
GB53313	NA
GB53314	NDEG
GB53315	NA
GB53316	NA
GB53317	NA
GB53318	NA
GB53319	NA
GB53320	NDEG
GB53321	NA
GB53322	NA
GB53323	NA
GB53324	NA
GB53326	NA
GB53327	NA
GB53328	NA
GB53329	NA
GB53331	NA
GB53332	NA
GB53333	NDEG
GB53334	NA
GB53335	NA
GB53336	NA
GB53337	NA
GB53338	NA
GB53339	NA
GB53340	W
GB53341	NDEG
GB53342	NA
GB53343	NA
GB53344	NA
GB53345	NA
GB53347	NA
GB53348	NA
GB53349	NDEG
GB53351	NA
GB53352	NA
GB53353	NA
GB53354	NA
GB53355	NA
GB53357	NDEG
GB53359	NA
GB53360	NDEG
GB53361	NA
GB53363	NDEG
GB53365	NDEG
GB53367	NA
GB53368	NA
GB53369	NA
GB53370	NA
GB53371	NA
GB53372	NA
GB53373	NA
GB53374	NA
GB53375	NA
GB53376	NA
GB53377	NA
GB53378	NA
GB53379	NA
GB53380	NA
GB53381	NA
GB53382	NA
GB53384	NDEG
GB53385	NDEG
GB53386	NA
GB53387	NA
GB53388	NA
GB53389	NDEG
GB53391	NA
GB53392	NA
GB53394	NDEG
GB53395	NA
GB53396	NA
GB53397	NA
GB53398	NA
GB53400	NA
GB53401	NA
GB53402	NA
GB53403	NA
GB53404	NA
GB53405	NA
GB53406	NA
GB53407	NA
GB53408	NA
GB53409	NA
GB53410	NA
GB53411	NA
GB53412	NDEG
GB53414	NA
GB53415	NDEG
GB53417	NA
GB53418	NA
GB53419	NA
GB53420	NA
GB53421	NA
GB53422	NA
GB53424	NA
GB53426	NA
GB53427	NDEG
GB53428	NDEG
GB53430	NDEG
GB53431	NA
GB53432	NA
GB53433	NA
GB53434	NA
GB53435	NDEG
GB53436	NA
GB53437	NA
GB53438	NA
GB53439	NA
GB53440	NDEG
GB53441	NA
GB53442	NA
GB53443	NA
GB53444	NA
GB53445	NA
GB53446	NA
GB53447	NA
GB53448	NA
GB53449	NA
GB53450	NA
GB53451	NA
GB53452	NA
GB53453	NA
GB53454	NA
GB53455	NA
GB53456	NA
GB53458	NA
GB53459	NA
GB53460	NA
GB53461	NA
GB53462	NA
GB53463	NA
GB53464	NA
GB53465	NA
GB53466	NA
GB53467	NA
GB53468	NA
GB53469	NA
GB53470	NA
GB53471	NA
GB53472	NA
GB53473	NA
GB53474	NA
GB53475	NA
GB53476	NA
GB53477	NA
GB53478	NA
GB53479	NA
GB53480	NA
GB53481	NA
GB53482	NA
GB53483	NA
GB53484	NA
GB53485	NA
GB53486	NA
GB53487	NA
GB53488	NA
GB53489	NA
GB53490	NA
GB53491	NA
GB53493	NA
GB53498	NA
GB53499	NA
GB53500	NA
GB53503	NA
GB53504	NA
GB53505	NA
GB53506	NA
GB53512	NA
GB53513	NA
GB53514	NA
GB53516	NDEG
GB53517	NA
GB53518	NDEG
GB53520	NA
GB53521	NA
GB53522	NA
GB53523	NA
GB53524	NA
GB53525	NA
GB53527	NA
GB53528	NA
GB53529	NA
GB53530	NA
GB53531	NA
GB53532	NA
GB53533	NA
GB53535	NA
GB53536	NA
GB53537	NA
GB53538	NA
GB53539	NA
GB53540	NDEG
GB53541	NA
GB53542	NA
GB53545	NA
GB53547	NA
GB53548	NA
GB53550	NA
GB53553	NA
GB53555	NA
GB53556	NA
GB53557	NA
GB53559	NA
GB53562	NA
GB53565	NDEG
GB53566	NDEG
GB53567	NA
GB53568	NA
GB53570	NA
GB53572	NA
GB53573	NA
GB53574	NA
GB53575	NA
GB53576	NA
GB53578	NDEG
GB53579	NDEG
GB53580	NA
GB53581	NA
GB53582	NA
GB53584	NA
GB53585	NA
GB53586	NA
GB53587	NA
GB53588	NA
GB53589	NA
GB53590	NA
GB53591	NA
GB53592	NA
GB53593	NA
GB53595	NA
GB53596	NDEG
GB53597	NA
GB53598	NA
GB53599	NA
GB53600	NA
GB53602	NA
GB53603	NA
GB53604	NA
GB53605	NA
GB53606	NA
GB53607	NA
GB53609	NA
GB53610	NA
GB53611	NA
GB53613	NA
GB53614	NA
GB53615	NA
GB53616	NA
GB53617	NDEG
GB53618	NA
GB53619	NA
GB53620	NA
GB53621	NA
GB53622	NA
GB53623	NA
GB53624	NA
GB53625	NA
GB53627	NA
GB53632	NA
GB53633	NA
GB53634	NA
GB53635	NA
GB53636	NA
GB53637	NA
GB53638	NA
GB53639	NA
GB53640	NA
GB53641	NA
GB53643	NA
GB53644	NA
GB53645	NA
GB53646	NA
GB53647	NA
GB53648	NA
GB53649	NA
GB53650	NDEG
GB53651	NA
GB53652	NA
GB53653	NA
GB53654	NA
GB53655	NA
GB53656	NA
GB53657	NA
GB53658	NA
GB53659	NA
GB53660	NA
GB53661	NA
GB53662	NA
GB53663	NA
GB53664	NA
GB53665	NA
GB53666	NA
GB53667	NA
GB53668	NA
GB53669	NA
GB53670	Q
GB53671	NA
GB53672	W
GB53673	NA
GB53674	NA
GB53675	NA
GB53676	NA
GB53677	NDEG
GB53679	NA
GB53680	NA
GB53681	NA
GB53682	NA
GB53683	NA
GB53685	NA
GB53687	NA
GB53688	NA
GB53689	NA
GB53690	NDEG
GB53691	NA
GB53693	NA
GB53694	NA
GB53695	NDEG
GB53696	NA
GB53697	NA
GB53698	NA
GB53699	NA
GB53700	NA
GB53701	NA
GB53702	NA
GB53703	NA
GB53705	NA
GB53706	NA
GB53707	NDEG
GB53708	NA
GB53709	NA
GB53710	NA
GB53712	NA
GB53713	NA
GB53714	NA
GB53715	NA
GB53716	NA
GB53717	NA
GB53719	NDEG
GB53720	NA
GB53721	NDEG
GB53722	NA
GB53723	NA
GB53725	NA
GB53726	NA
GB53727	NDEG
GB53728	NA
GB53729	NDEG
GB53731	NA
GB53732	NA
GB53733	NA
GB53735	NA
GB53736	NA
GB53737	NA
GB53738	NA
GB53739	NA
GB53740	NA
GB53742	NA
GB53743	NA
GB53744	NA
GB53745	NA
GB53746	NA
GB53747	NA
GB53748	NDEG
GB53749	NA
GB53750	NA
GB53751	NA
GB53753	NDEG
GB53755	NDEG
GB53756	NDEG
GB53764	NA
GB53765	NA
GB53768	NA
GB53769	NA
GB53770	NA
GB53771	NA
GB53772	NA
GB53773	NA
GB53774	NA
GB53775	NDEG
GB53776	NA
GB53777	NA
GB53778	NA
GB53779	NA
GB53780	NA
GB53781	NA
GB53782	NA
GB53783	NA
GB53784	NA
GB53785	NA
GB53786	NA
GB53787	NA
GB53788	NA
GB53789	NA
GB53790	NA
GB53791	NA
GB53792	NA
GB53793	NA
GB53794	NDEG
GB53795	NA
GB53796	NA
GB53797	NA
GB53798	NDEG
GB53799	NDEG
GB53801	NA
GB53802	NA
GB53803	NA
GB53804	NA
GB53805	NA
GB53806	NA
GB53807	NA
GB53810	NA
GB53811	NA
GB53812	NDEG
GB53815	NA
GB53818	NA
GB53819	NA
GB53820	NA
GB53821	NA
GB53822	NA
GB53823	NA
GB53824	NA
GB53825	NA
GB53826	NA
GB53827	NA
GB53828	NA
GB53829	NA
GB53830	NDEG
GB53831	NDEG
GB53832	NA
GB53833	NA
GB53834	NA
GB53835	NA
GB53836	NA
GB53838	NA
GB53839	NA
GB53840	NA
GB53841	NA
GB53842	NA
GB53846	NA
GB53847	NA
GB53848	NA
GB53849	NA
GB53852	NA
GB53853	NA
GB53854	NA
GB53856	NA
GB53857	NA
GB53859	NA
GB53860	NA
GB53861	NA
GB53862	NA
GB53863	NA
GB53864	NA
GB53865	NA
GB53866	NA
GB53867	NA
GB53868	NA
GB53869	NA
GB53870	NA
GB53872	NA
GB53873	NA
GB53874	NA
GB53875	NA
GB53876	NA
GB53877	NA
GB53880	NA
GB53881	NA
GB53882	NA
GB53885	NA
GB53886	NA
GB53887	NDEG
GB53888	NDEG
GB53897	NA
GB53908	NA
GB53909	NDEG
GB53910	NA
GB53911	NA
GB53912	NA
GB53914	NA
GB53915	NA
GB53916	NDEG
GB53917	NA
GB53918	NDEG
GB53919	NA
GB53920	NA
GB53921	NA
GB53923	NA
GB53925	NDEG
GB53926	NA
GB53927	NA
GB53929	NA
GB53930	NA
GB53931	NA
GB53932	NA
GB53933	NA
GB53934	NA
GB53936	NA
GB53937	NDEG
GB53938	NA
GB53939	NA
GB53941	NA
GB53942	NA
GB53943	NA
GB53944	NA
GB53945	NA
GB53946	NA
GB53947	NA
GB53948	NA
GB53949	NA
GB53950	NA
GB53951	NA
GB53952	NA
GB53953	NDEG
GB53954	NDEG
GB53955	NA
GB53956	NA
GB53957	NA
GB53958	NA
GB53959	NA
GB53960	NA
GB53962	NA
GB53963	NA
GB53964	NA
GB53965	NA
GB53966	NA
GB53967	NA
GB53968	NA
GB53970	NA
GB53971	NA
GB53972	NA
GB53973	NA
GB53974	NA
GB53975	NA
GB53976	NA
GB53977	NA
GB53978	NDEG
GB53979	NA
GB53989	NA
GB53990	NA
GB53991	NA
GB53992	NA
GB53993	NA
GB53994	NA
GB53995	NA
GB53996	NA
GB53998	NA
GB53999	NA
GB54000	NA
GB54002	NA
GB54003	NA
GB54004	NA
GB54005	NA
GB54006	NA
GB54007	NA
GB54008	NA
GB54009	NA
GB54010	NA
GB54011	NA
GB54012	NA
GB54013	NA
GB54015	NA
GB54016	NA
GB54017	NA
GB54018	NA
GB54019	NA
GB54020	NA
GB54022	NA
GB54023	NA
GB54024	NA
GB54025	NA
GB54030	NA
GB54031	NA
GB54032	NA
GB54033	NA
GB54035	NA
GB54036	NA
GB54037	NA
GB54040	NDEG
GB54041	NA
GB54042	NA
GB54043	NA
GB54044	NA
GB54045	NA
GB54046	NA
GB54047	NA
GB54049	NA
GB54050	NA
GB54051	NA
GB54052	NA
GB54053	NDEG
GB54054	NA
GB54056	NDEG
GB54057	NA
GB54058	NA
GB54059	NA
GB54061	NA
GB54062	NA
GB54065	NA
GB54083	NA
GB54085	NA
GB54086	NA
GB54087	NDEG
GB54088	NA
GB54089	NA
GB54090	NA
GB54091	NA
GB54092	NA
GB54093	NA
GB54094	NA
GB54095	NA
GB54097	NA
GB54098	NA
GB54099	NA
GB54100	NA
GB54101	NA
GB54102	NA
GB54103	NA
GB54104	NA
GB54105	NA
GB54107	NA
GB54108	NA
GB54109	NDEG
GB54110	NA
GB54111	NA
GB54112	NA
GB54113	NA
GB54114	NA
GB54115	NA
GB54116	NA
GB54117	NA
GB54118	NA
GB54119	NA
GB54120	NA
GB54121	NA
GB54123	NA
GB54124	NA
GB54125	NA
GB54126	NA
GB54127	NA
GB54128	NA
GB54129	NDEG
GB54130	NA
GB54131	NA
GB54132	NA
GB54133	NA
GB54134	NA
GB54135	NA
GB54136	NA
GB54137	NA
GB54139	NA
GB54140	NDEG
GB54141	NA
GB54142	NA
GB54143	NA
GB54144	NA
GB54145	NA
GB54146	NA
GB54147	NA
GB54148	NA
GB54150	NA
GB54151	NA
GB54152	NA
GB54153	NA
GB54154	NA
GB54155	NA
GB54156	NDEG
GB54158	NA
GB54159	NA
GB54160	NA
GB54161	NA
GB54162	NA
GB54163	NA
GB54164	NA
GB54165	NDEG
GB54166	NA
GB54167	NA
GB54168	NA
GB54169	NA
GB54170	NA
GB54172	NA
GB54173	NA
GB54174	NA
GB54175	NA
GB54176	NA
GB54177	NA
GB54178	NA
GB54179	NA
GB54180	NA
GB54181	NDEG
GB54182	NA
GB54183	NA
GB54184	NA
GB54186	NA
GB54187	NA
GB54188	NA
GB54189	NA
GB54190	NDEG
GB54191	NA
GB54192	NDEG
GB54193	NA
GB54194	NDEG
GB54195	NA
GB54197	NA
GB54198	NA
GB54199	NA
GB54200	NA
GB54201	NA
GB54203	NDEG
GB54204	NDEG
GB54205	NA
GB54206	NA
GB54207	NA
GB54208	NA
GB54209	NA
GB54210	NA
GB54211	NA
GB54212	NA
GB54213	NA
GB54214	NDEG
GB54215	NA
GB54216	NDEG
GB54217	NA
GB54218	NA
GB54219	W
GB54220	NA
GB54221	NA
GB54222	NDEG
GB54223	NA
GB54225	NA
GB54226	NA
GB54227	NA
GB54228	NDEG
GB54230	NA
GB54231	NA
GB54232	NA
GB54233	NA
GB54234	NA
GB54235	NA
GB54236	NA
GB54237	NA
GB54238	NA
GB54239	NA
GB54240	NA
GB54242	NA
GB54243	NA
GB54244	NDEG
GB54246	NA
GB54247	NA
GB54248	NA
GB54250	NA
GB54251	NA
GB54252	NA
GB54253	NA
GB54254	NA
GB54255	NA
GB54256	NA
GB54258	NDEG
GB54259	NA
GB54260	NDEG
GB54261	NDEG
GB54262	NA
GB54263	NA
GB54264	NA
GB54267	NA
GB54268	NDEG
GB54269	NA
GB54271	NDEG
GB54272	NA
GB54273	NA
GB54275	NA
GB54276	NA
GB54277	NA
GB54279	NA
GB54280	NA
GB54281	NDEG
GB54282	NA
GB54283	NA
GB54284	NA
GB54286	NA
GB54287	NA
GB54288	NDEG
GB54289	NA
GB54291	NA
GB54292	NA
GB54293	NA
GB54294	NDEG
GB54295	NA
GB54297	NA
GB54298	NDEG
GB54300	NA
GB54301	NA
GB54302	NA
GB54303	NA
GB54304	NA
GB54305	NA
GB54306	NA
GB54307	NA
GB54308	NA
GB54309	NA
GB54311	NA
GB54312	NA
GB54313	NA
GB54314	NA
GB54315	NDEG
GB54316	NA
GB54317	NA
GB54319	NA
GB54320	NA
GB54321	W
GB54322	NA
GB54323	NA
GB54325	NA
GB54326	NA
GB54327	NA
GB54328	NA
GB54329	NA
GB54330	NA
GB54331	NDEG
GB54332	NA
GB54333	NA
GB54334	NA
GB54335	NA
GB54337	NA
GB54338	NA
GB54339	NA
GB54340	NA
GB54341	NA
GB54342	NDEG
GB54344	NA
GB54345	NA
GB54347	NA
GB54348	NA
GB54349	NA
GB54350	NA
GB54351	NA
GB54352	NA
GB54353	NA
GB54354	NA
GB54356	NA
GB54358	NA
GB54359	NA
GB54360	NA
GB54361	NA
GB54362	NA
GB54363	NDEG
GB54364	NA
GB54365	NA
GB54366	NA
GB54367	NA
GB54368	NA
GB54369	NA
GB54370	NA
GB54371	NA
GB54372	Q
GB54373	NA
GB54374	NA
GB54376	NDEG
GB54377	NA
GB54378	NA
GB54379	NA
GB54381	NDEG
GB54384	NA
GB54385	NA
GB54386	NA
GB54387	NA
GB54388	NA
GB54389	NA
GB54390	NA
GB54391	NDEG
GB54392	NA
GB54393	NA
GB54394	NA
GB54395	NA
GB54396	NA
GB54397	NA
GB54398	NA
GB54399	NA
GB54400	NA
GB54401	NA
GB54404	NA
GB54409	NA
GB54410	NA
GB54411	NA
GB54412	NA
GB54416	NA
GB54418	NA
GB54419	NDEG
GB54420	NA
GB54421	NA
GB54422	NA
GB54423	NDEG
GB54424	NA
GB54425	NDEG
GB54426	NA
GB54427	NA
GB54428	NA
GB54430	NA
GB54432	NA
GB54433	NA
GB54435	NA
GB54436	NDEG
GB54439	NDEG
GB54440	NA
GB54443	NA
GB54446	NDEG
GB54447	NDEG
GB54448	NDEG
GB54449	NA
GB54450	NA
GB54451	NA
GB54452	NA
GB54454	NA
GB54455	NA
GB54456	NA
GB54458	NA
GB54460	NA
GB54461	NA
GB54462	NA
GB54463	NA
GB54464	NA
GB54466	NA
GB54467	NA
GB54468	NDEG
GB54469	NDEG
GB54470	NA
GB54471	NA
GB54472	NA
GB54474	NA
GB54476	NA
GB54477	NA
GB54478	NDEG
GB54480	NA
GB54481	NA
GB54482	NA
GB54483	NA
GB54484	NA
GB54485	NDEG
GB54486	W
GB54487	NA
GB54488	NA
GB54489	NA
GB54493	NA
GB54496	NA
GB54498	NA
GB54499	NA
GB54500	NDEG
GB54501	NA
GB54502	NA
GB54503	W
GB54504	NA
GB54505	NA
GB54506	NA
GB54507	NDEG
GB54508	NDEG
GB54510	NA
GB54511	NDEG
GB54512	NA
GB54513	NA
GB54514	NA
GB54516	NA
GB54517	NA
GB54518	NA
GB54519	NA
GB54520	NA
GB54521	NA
GB54522	NA
GB54523	NA
GB54524	NA
GB54525	NA
GB54526	NA
GB54528	NA
GB54529	NA
GB54530	NA
GB54531	NA
GB54532	NA
GB54533	NDEG
GB54537	NA
GB54538	NDEG
GB54540	NA
GB54541	NDEG
GB54543	NA
GB54544	NA
GB54546	NA
GB54547	NA
GB54548	NA
GB54549	NDEG
GB54550	NA
GB54551	NA
GB54552	NA
GB54553	NA
GB54554	NA
GB54555	NA
GB54556	NA
GB54557	NA
GB54559	NA
GB54568	NA
GB54569	NA
GB54570	NA
GB54571	NA
GB54572	NA
GB54573	NDEG
GB54575	NA
GB54576	NA
GB54577	NA
GB54578	NA
GB54579	NA
GB54580	NA
GB54581	NA
GB54582	NA
GB54583	NA
GB54584	NA
GB54585	NA
GB54587	NDEG
GB54588	NA
GB54589	NA
GB54590	NDEG
GB54592	NA
GB54593	NA
GB54595	NA
GB54596	NA
GB54598	NA
GB54599	NA
GB54600	NA
GB54601	NDEG
GB54602	NA
GB54603	NA
GB54605	NDEG
GB54606	Q
GB54607	NA
GB54608	NA
GB54609	NA
GB54610	NA
GB54611	NDEG
GB54622	NDEG
GB54623	NDEG
GB54625	NA
GB54627	NA
GB54631	NA
GB54639	NA
GB54643	NDEG
GB54644	NA
GB54645	NA
GB54646	NA
GB54647	NA
GB54649	NA
GB54650	NA
GB54651	NA
GB54652	NA
GB54653	NA
GB54655	NA
GB54656	NA
GB54657	NA
GB54658	NA
GB54659	NA
GB54660	NA
GB54661	NDEG
GB54662	NA
GB54663	NA
GB54664	NA
GB54666	NA
GB54667	NA
GB54668	NA
GB54669	NA
GB54671	NA
GB54672	NA
GB54673	NA
GB54674	NA
GB54675	NA
GB54676	NA
GB54677	NA
GB54678	NA
GB54680	NDEG
GB54683	NA
GB54684	NA
GB54685	NA
GB54686	NA
GB54687	NDEG
GB54689	NA
GB54691	NA
GB54692	NA
GB54693	NDEG
GB54697	NA
GB54698	NA
GB54699	NA
GB54700	NA
GB54701	NA
GB54702	NA
GB54713	NA
GB54714	NDEG
GB54715	NA
GB54716	NA
GB54717	NDEG
GB54718	NA
GB54719	NA
GB54720	NA
GB54722	NA
GB54723	NA
GB54724	NA
GB54725	NA
GB54726	NA
GB54728	NA
GB54729	NA
GB54731	NA
GB54732	NA
GB54733	NA
GB54734	NA
GB54735	NA
GB54738	NA
GB54741	NA
GB54742	NA
GB54743	NA
GB54744	NA
GB54745	NA
GB54746	NA
GB54747	NDEG
GB54748	NDEG
GB54749	NA
GB54750	NA
GB54751	NA
GB54752	NA
GB54753	NDEG
GB54754	NA
GB54755	NA
GB54756	NA
GB54758	NA
GB54760	NA
GB54762	NA
GB54763	NA
GB54764	NA
GB54765	NA
GB54766	NA
GB54767	NA
GB54770	NA
GB54771	NA
GB54773	NA
GB54774	NA
GB54775	NA
GB54776	NA
GB54777	NDEG
GB54778	NA
GB54779	NDEG
GB54780	NA
GB54781	NA
GB54782	NA
GB54783	NDEG
GB54784	NA
GB54785	NA
GB54786	NA
GB54787	NA
GB54788	NA
GB54789	NDEG
GB54790	NA
GB54791	NA
GB54794	NA
GB54795	NA
GB54796	NA
GB54797	NA
GB54798	NA
GB54802	NA
GB54803	NA
GB54804	NA
GB54805	NA
GB54806	NA
GB54808	NA
GB54809	NA
GB54810	NA
GB54811	NA
GB54812	NA
GB54813	NA
GB54814	NA
GB54816	NA
GB54817	Q
GB54818	NDEG
GB54827	NDEG
GB54828	NA
GB54829	NA
GB54830	NA
GB54831	NA
GB54835	NA
GB54836	NA
GB54837	NA
GB54841	NA
GB54842	NDEG
GB54843	NDEG
GB54844	NA
GB54845	NA
GB54846	NA
GB54847	NA
GB54848	NDEG
GB54850	NA
GB54851	NA
GB54852	NA
GB54853	NA
GB54854	NA
GB54855	NA
GB54856	NDEG
GB54857	NA
GB54858	NA
GB54860	NA
GB54861	NA
GB54862	NA
GB54865	NA
GB54866	NA
GB54867	NA
GB54868	NA
GB54881	NA
GB54882	NA
GB54883	NA
GB54884	NA
GB54885	NA
GB54886	NA
GB54888	NDEG
GB54890	NA
GB54891	NA
GB54892	NA
GB54893	NA
GB54894	NA
GB54895	NA
GB54906	NA
GB54908	NA
GB54909	NA
GB54910	NA
GB54912	NA
GB54914	NA
GB54916	NDEG
GB54917	NA
GB54918	NDEG
GB54919	NA
GB54920	NA
GB54922	NA
GB54923	NA
GB54924	NA
GB54925	NA
GB54926	NA
GB54927	NA
GB54928	NA
GB54929	NDEG
GB54932	NDEG
GB54934	NDEG
GB54935	NA
GB54936	NA
GB54937	NA
GB54938	NA
GB54939	NDEG
GB54940	NDEG
GB54941	NDEG
GB54942	NA
GB54943	NA
GB54944	NA
GB54945	NA
GB54949	NA
GB54950	NA
GB54951	NA
GB54952	NDEG
GB54953	NA
GB54954	NA
GB54955	NA
GB54956	NA
GB54957	NA
GB54958	NDEG
GB54959	NA
GB54960	NA
GB54961	NA
GB54962	NA
GB54963	NA
GB54964	NA
GB54966	NA
GB54967	NA
GB54968	NA
GB54969	NA
GB54970	NA
GB54971	NA
GB54972	NA
GB54973	NA
GB54974	NA
GB54975	NA
GB54976	NDEG
GB54977	NA
GB54978	NA
GB54979	NA
GB54980	NA
GB54981	NA
GB54982	NA
GB54983	NA
GB54984	NA
GB54985	NA
GB54986	NA
GB54987	NA
GB54988	NDEG
GB54989	NA
GB54990	NDEG
GB54992	NA
GB54993	NA
GB54994	NA
GB54995	NA
GB54996	NA
GB54998	NA
GB54999	NA
GB55000	NDEG
GB55001	W
GB55002	NA
GB55003	NA
GB55004	NA
GB55005	NA
GB55006	NA
GB55007	NA
GB55008	NA
GB55009	NA
GB55010	NDEG
GB55011	NA
GB55012	NA
GB55013	NA
GB55014	NDEG
GB55015	NA
GB55016	NDEG
GB55017	NA
GB55018	NA
GB55020	NDEG
GB55021	NA
GB55022	NA
GB55023	NA
GB55024	NA
GB55026	NA
GB55027	NA
GB55028	NA
GB55029	NA
GB55030	NA
GB55031	NA
GB55032	NA
GB55033	NA
GB55035	NA
GB55036	NA
GB55038	NA
GB55039	NA
GB55040	NA
GB55041	NA
GB55042	NA
GB55051	NA
GB55052	NA
GB55053	NA
GB55054	NA
GB55056	NA
GB55057	NA
GB55058	NA
GB55059	NA
GB55060	NA
GB55061	NA
GB55062	NA
GB55063	NA
GB55064	NA
GB55065	NA
GB55066	NA
GB55067	NA
GB55068	NA
GB55070	NDEG
GB55071	NA
GB55073	NA
GB55074	NA
GB55075	NA
GB55076	NA
GB55077	NDEG
GB55078	NDEG
GB55080	NA
GB55081	NA
GB55082	NA
GB55084	NA
GB55085	NA
GB55086	NA
GB55088	NDEG
GB55090	NA
GB55091	NA
GB55092	NA
GB55093	NA
GB55094	NA
GB55095	NA
GB55096	Q
GB55097	NA
GB55098	NA
GB55099	NA
GB55100	NA
GB55101	NA
GB55102	NA
GB55103	NA
GB55104	NA
GB55105	NA
GB55106	NA
GB55107	NA
GB55108	NA
GB55109	NA
GB55110	NA
GB55111	NA
GB55112	NA
GB55114	NA
GB55116	NA
GB55117	NA
GB55123	NA
GB55127	NA
GB55128	NA
GB55136	NA
GB55139	NA
GB55142	NA
GB55143	NA
GB55144	NA
GB55145	NA
GB55146	NDEG
GB55147	NA
GB55148	NA
GB55149	NA
GB55150	NA
GB55151	NA
GB55153	NA
GB55154	NA
GB55155	NA
GB55156	NA
GB55158	NA
GB55160	NA
GB55161	NA
GB55162	NA
GB55163	NA
GB55164	NDEG
GB55165	NA
GB55166	NA
GB55168	NA
GB55170	NA
GB55171	NA
GB55172	NA
GB55174	NA
GB55175	NA
GB55177	NA
GB55178	NA
GB55179	NA
GB55180	NA
GB55181	NA
GB55183	NA
GB55184	NA
GB55185	NA
GB55186	NA
GB55187	NA
GB55189	NA
GB55190	NA
GB55191	NA
GB55192	NA
GB55193	NA
GB55196	NA
GB55197	NA
GB55198	NA
GB55199	NA
GB55200	NA
GB55201	NA
GB55202	NA
GB55203	NA
GB55204	W
GB55205	W
GB55206	W
GB55207	NDEG
GB55208	W
GB55209	NA
GB55210	NA
GB55211	NA
GB55212	W
GB55213	W
GB55214	NDEG
GB55215	NDEG
GB55216	NA
GB55217	NA
GB55219	NA
GB55220	NDEG
GB55222	NA
GB55223	NA
GB55224	NA
GB55225	NA
GB55227	NA
GB55228	NDEG
GB55229	NA
GB55230	NA
GB55231	NA
GB55232	NDEG
GB55233	NA
GB55235	NA
GB55237	NA
GB55239	NDEG
GB55240	NA
GB55241	NA
GB55242	NA
GB55244	NA
GB55246	NA
GB55247	NDEG
GB55248	NA
GB55250	NA
GB55251	NA
GB55259	NA
GB55260	NA
GB55262	NA
GB55263	NDEG
GB55264	NA
GB55265	NA
GB55268	NA
GB55269	NA
GB55272	NA
GB55274	NA
GB55275	NA
GB55276	NA
GB55277	NA
GB55278	NA
GB55279	NA
GB55280	NA
GB55281	NA
GB55282	NA
GB55283	NA
GB55285	NDEG
GB55286	NA
GB55287	NA
GB55288	NDEG
GB55291	NA
GB55292	NDEG
GB55293	NA
GB55294	NA
GB55295	NA
GB55296	NA
GB55297	NA
GB55299	NA
GB55301	NA
GB55302	NDEG
GB55303	NA
GB55304	NA
GB55306	NA
GB55307	NA
GB55311	NA
GB55312	NA
GB55313	NA
GB55315	NA
GB55316	NA
GB55317	NA
GB55318	NDEG
GB55319	NA
GB55320	NA
GB55321	NA
GB55322	NA
GB55323	NA
GB55324	NA
GB55325	NA
GB55326	NDEG
GB55328	NA
GB55329	NA
GB55330	NA
GB55331	NA
GB55332	NA
GB55333	NA
GB55334	NA
GB55335	NA
GB55336	NA
GB55337	NA
GB55338	NA
GB55348	NDEG
GB55349	NA
GB55350	NA
GB55351	NA
GB55352	NA
GB55353	NA
GB55354	NA
GB55355	NDEG
GB55356	NDEG
GB55357	NA
GB55359	NA
GB55360	NA
GB55361	NA
GB55362	NA
GB55363	NA
GB55364	NA
GB55365	NA
GB55366	NA
GB55367	NA
GB55368	NA
GB55369	NA
GB55370	NA
GB55371	NA
GB55372	NA
GB55373	NDEG
GB55374	NA
GB55375	NA
GB55378	NDEG
GB55379	NA
GB55380	NA
GB55381	NA
GB55382	NDEG
GB55383	NA
GB55387	NA
GB55388	NDEG
GB55389	NA
GB55390	NA
GB55392	NA
GB55393	NDEG
GB55395	NA
GB55396	NDEG
GB55397	NA
GB55398	NA
GB55399	NA
GB55400	NA
GB55401	NA
GB55403	NDEG
GB55405	NA
GB55407	NA
GB55408	NDEG
GB55411	NA
GB55413	NA
GB55414	NA
GB55416	NA
GB55417	NA
GB55419	NA
GB55420	NA
GB55421	NA
GB55422	NA
GB55423	NA
GB55424	NA
GB55425	NA
GB55426	NA
GB55427	NDEG
GB55429	NA
GB55431	NA
GB55432	NDEG
GB55434	NDEG
GB55436	NA
GB55438	NA
GB55439	NA
GB55440	W
GB55441	NA
GB55442	NA
GB55443	NDEG
GB55444	NDEG
GB55445	NA
GB55447	NA
GB55448	NA
GB55449	NA
GB55450	NA
GB55451	NA
GB55452	W
GB55453	NA
GB55454	NA
GB55455	NA
GB55456	NA
GB55457	NA
GB55459	NA
GB55461	NA
GB55463	NDEG
GB55465	NA
GB55466	NDEG
GB55467	NA
GB55468	NA
GB55469	NA
GB55470	NA
GB55471	NA
GB55472	NDEG
GB55473	NA
GB55474	NA
GB55475	NA
GB55476	NA
GB55477	NA
GB55478	NA
GB55479	NA
GB55480	NA
GB55481	NA
GB55482	NDEG
GB55483	W
GB55484	NA
GB55485	NA
GB55486	NA
GB55487	NA
GB55489	NDEG
GB55490	NDEG
GB55491	NA
GB55492	NA
GB55493	NA
GB55494	NA
GB55495	NA
GB55496	NA
GB55497	NA
GB55498	NA
GB55499	NDEG
GB55500	NA
